Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Sales Price,Opening Stock,Barcode
Hikvision  2  MP   Turbo  HD   Camera Indoor  2.8MM    Model   DS-2CE56DOT-IRP,Camera,121,,Qty,5,Hikvision,,,6,8,7,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
